1-0	2-nsubj	2-nsubj
1-67	52-case	68-case
1-68	46-nmod	65-nmod
1-69	2-punct	51-punct

2-0	2-case	3-case
2-1	2-case	3-case
2-2	2-detCOLdef	3-det
2-3	10-nmod	7-nmod
2-4	5-dep	7-det
2-5	5-punct	7-punct
2-6	2-amod	7-nmod
2-7	10-aux	15-root
2-8	10-nsubj	7-dobj
2-9	9-detCOLdef	11-case
2-10	9-detCOLdef	11-det
2-11	7-nmodCOLsmixut	8-nmod
2-12	15-root	13-nummod
2-13	10-nummod	11-nummod
2-14	10-punct	7-punct

3-0	4-nsubj	1-case
3-1	4-nsubj	5-nsubj
3-2	0-nmodCOLposs	5-nsubj
3-3	3-caseCOLgen	5-mark
3-4	0-nmodCOLposs	5-nsubj
3-5	18-root	18-root
3-6	6-case	7-case
3-7	4-nmod	5-nmod
3-8	8-caseCOLacc	18-root
3-9	4-dobj	18-root
3-10	10-detCOLdef	12-case
3-11	10-detCOLdef	12-det
3-12	8-nmodCOLsmixut	9-nmod
3-13	13-case	16-case
3-14	13-punct	15-punct
3-15	8-advmod	16-nummod
3-16	13-nummod	12-nummod
3-17	4-punct	9-punct

4-0	4-cc	5-cc
4-1	4-nsubj	4-name
4-2	1-cc	4-case
4-3	1-cc	2-cc
4-4	1-conj	5-nsubj
4-5	22-root	22-root
4-6	6-case	8-case
4-7	6-case	8-case
4-8	4-nmod	5-dobj
4-9	6-nmodCOLposs	12-nmod
4-10	4-cc	12-mark
4-11	4-cc	10-cc
4-12	4-conj	5-conj
4-13	12-caseCOLacc	16-advmodCOLemph
4-14	12-detCOLdef	16-case
4-15	12-detCOLdef	16-det
4-16	9-dobj	12-nmod
4-17	14-punct	18-punct
4-18	12-appos	19-nummod
4-19	14-nummod	16-nummod
4-20	14-punct	16-punct
4-21	4-punct	5-punct

5-0	2-advmod	1-advmod
5-1	2-aux	2-advcl
5-2	20-root	20-root
5-3	7-mark	9-mark
5-4	7-mark	9-mark
5-5	7-nsubj	9-nsubj
5-6	6-detCOLdef	8-case
5-7	6-detCOLdef	8-det
5-8	4-nmodCOLsmixut	9-nsubj
5-9	2-ccomp	2-conj
5-10	11-advmod	9-cc
5-11	8-cc	20-root
5-12	8-cc	11-cc
5-13	8-conj	14-advmod
5-14	13-case	20-root
5-15	13-case	17-case
5-16	13-detCOLdef	17-det
5-17	7-iobj	20-root
5-18	13-name	17-nmod
5-19	2-punct	17-punct

6-0	1-nsubj	1-nsubj
6-1	8-root	3-advcl
6-2	1-neg	3-advmod
6-3	1-xcomp	8-root
6-4	5-caseCOLacc	6-case
6-5	5-caseCOLacc	6-advmodCOLemph
6-6	3-dobj	3-dobj
6-7	1-punct	3-punct

7-0	45-root	45-root
7-1	2-case	8-mark
7-2	2-case	3-case
7-3	0-nmod	8-nmod
7-4	0-nsubj	8-nmod
7-5	3-nmodCOLsmixut	4-nmod
7-6	6-mark	8-mark
7-7	6-mark	8-mark
7-8	3-aclCOLrelcl	0-conj
7-9	9-caseCOLacc	27-mark
7-10	9-detCOLdef	12-case
7-11	9-detCOLdef	12-det
7-12	6-dobj	27-nmod
7-13	11-case	27-mark
7-14	11-case	15-case
7-15	6-nmod	27-nmod
7-16	11-amod	15-amod
7-17	6-punct	15-punct
7-18	15-case	19-case
7-19	6-nmod	15-nmod
7-20	15-name	27-nsubj
7-21	18-case	27-mark
7-22	18-case	23-case
7-23	15-nmod	27-nmod
7-24	15-nmod	23-nmod
7-25	21-mark	27-mark
7-26	21-mark	27-mark
7-27	19-aclCOLrelcl	8-conj
7-28	23-caseCOLacc	36-mark
7-29	21-dobj	32-nsubj
7-30	23-nmodCOLsmixut	29-nmod
7-31	26-advmod	32-advmod
7-32	21-advmod	36-nsubj
7-33	21-punct	32-punct
7-34	30-mark	36-mark
7-35	30-neg	36-advmod
7-36	21-ccomp	27-conj
7-37	32-case	39-case
7-38	32-case	39-case
7-39	30-nmod	36-nmod
7-40	30-nsubj	43-advmod
7-41	35-mark	43-mark
7-42	35-mark	43-mark
7-43	33-aclCOLrelcl	0-conj
7-44	0-punct	0-punct

8-0	1-nsubj	1-nsubj
8-1	18-root	18-root
8-2	1-dobj	1-dobj
8-3	5-case	7-case
8-4	5-punct	3-punct
8-5	1-advmod	7-nummod
8-6	7-punct	7-punct
8-7	5-appos	1-nmod
8-8	7-nummod	7-nummod
8-9	7-punct	7-punct
8-10	5-cc	1-cc
8-11	5-punct	1-punct
8-12	5-conj	14-nummod
8-13	14-punct	14-punct
8-14	12-appos	1-nmod
8-15	14-nummod	14-nummod
8-16	14-punct	14-punct
8-17	1-punct	1-punct

9-0	21-nsubj	1-case
9-1	21-nsubj	28-nmod
9-2	0-nmodCOLposs	28-nmod
9-3	3-caseCOLgen	28-mark
9-4	0-nmodCOLposs	28-nsubj
9-5	5-case	28-mark
9-6	5-case	7-case
9-7	0-nmod	28-nmod
9-8	7-detCOLdef	10-case
9-9	7-detCOLdef	10-det
9-10	5-nmodCOLsmixut	7-nmod
9-11	9-case	17-case
9-12	9-case	13-case
9-13	5-nmod	11-nmod
9-14	0-punct	13-punct
9-15	0-cc	17-case
9-16	0-cc	15-cc
9-17	0-conj	28-nmod
9-18	12-nmodCOLposs	28-nmod
9-19	15-caseCOLgen	28-mark
9-20	12-nmodCOLposs	28-nsubj
9-21	17-case	28-mark
9-22	17-case	23-case
9-23	12-nmod	28-nmod
9-24	19-detCOLdef	26-case
9-25	19-detCOLdef	26-det
9-26	17-nmodCOLsmixut	23-nmod
9-27	21-punct	23-punct
9-28	36-root	36-root
9-29	23-caseCOLacc	34-advmodCOLemph
9-30	21-dobj	34-nsubj
9-31	26-case	34-case
9-32	26-case	34-case
9-33	26-detCOLdef	34-det
9-34	21-iobj	28-nmod
9-35	21-punct	28-punct

10-0	1-nsubj	1-nsubj
10-1	41-root	41-root
10-2	3-case	15-mark
10-3	3-case	4-case
10-4	1-nmod	15-nmod
10-5	3-nmodCOLsmixut	4-nmod
10-6	6-punct	11-punct
10-7	4-appos	8-nummod
10-8	8-case	11-case
10-9	8-case	10-case
10-10	6-nmod	8-appos
10-11	8-nmodCOLsmixut	4-nmod
10-12	6-punct	11-punct
10-13	12-mark	15-mark
10-14	12-mark	15-mark
10-15	4-aclCOLrelcl	1-conj
10-16	16-detCOLquant	15-dobj
10-17	16-case	20-case
10-18	16-case	20-case
10-19	16-detCOLdef	20-det
10-20	12-dobj	16-nmod
10-21	18-case	41-root
10-22	18-case	23-case
10-23	16-nmod	41-root
10-24	18-nmodCOLsmixut	23-nmod
10-25	23-case	28-case
10-26	20-mwe	28-case
10-27	23-nummod	28-nummod
10-28	16-nmod	23-nmod
10-29	23-advmod	33-advmod
10-30	23-punct	29-punct
10-31	23-nummod	33-nummod
10-32	26-nummod	33-nummod
10-33	30-case	36-case
10-34	30-case	36-case
10-35	30-detCOLdef	36-det
10-36	23-nmod	23-nmod
10-37	33-dep	39-det
10-38	33-punct	37-punct
10-39	30-amod	36-nummod
10-40	1-punct	23-punct

11-0	16-cc	3-cc
11-1	2-detCOLdef	3-case
11-2	2-detCOLdef	3-det
11-3	16-nsubj	19-nmod
11-4	4-caseCOLgen	5-advmodCOLemph
11-5	2-nmod	3-nmod
11-6	2-punct	3-punct
11-7	7-case	19-mark
11-8	7-case	9-case
11-9	2-nmod	19-nmod
11-10	7-nmodCOLsmixut	19-nmod
11-11	8-amod	10-amod
11-12	11-punct	17-punct
11-13	7-appos	14-nummod
11-14	13-case	17-case
11-15	13-case	16-case
11-16	11-nmod	14-appos
11-17	13-nmodCOLsmixut	10-nmod
11-18	11-punct	17-punct
11-19	27-root	27-root
11-20	18-caseCOLacc	25-advmod
11-21	16-dobj	25-nsubj
11-22	20-case	25-mark
11-23	20-case	24-case
11-24	16-nmod	25-nsubj
11-25	20-amod	19-conj
11-26	16-punct	19-punct

12-0	2-case	3-case
12-1	2-case	3-case
12-2	2-detCOLdef	3-det
12-3	20-nmod	7-nmod
12-4	4-case	7-mark
12-5	4-case	6-case
12-6	5-nmod	7-nmod
12-7	2-acl	33-root
12-8	5-nsubj	7-nmod
12-9	5-dobj	7-dobj
12-10	5-punct	7-punct
12-11	12-dep	12-advmod
12-12	12-det	23-mark
12-13	12-det	15-case
12-14	12-det	15-det
12-15	5-dep	23-nsubj
12-16	12-nmodCOLsmixut	15-nmod
12-17	12-advmod	18-advmod
12-18	12-advmod	20-advmod
12-19	17-punct	20-punct
12-20	12-appos	15-nummod
12-21	17-punct	15-punct
12-22	20-neg	23-advmod
12-23	33-root	7-conj
12-24	23-case	27-case
12-25	23-case	27-case
12-26	23-detCOLdef	27-det
12-27	20-nmod	23-dobj
12-28	25-case	31-mark
12-29	25-case	31-mark
12-30	20-nmod	31-advmod
12-31	25-dep	7-conj
12-32	20-punct	7-punct

13-0	8-nsubj	1-case
13-1	8-nsubj	47-root
13-2	0-nmodCOLposs	47-root
13-3	3-detCOLdef	47-root
13-4	3-detCOLdef	5-det
13-5	0-amod	47-root
13-6	5-caseCOLgen	11-mark
13-7	0-nmodCOLposs	10-name
13-8	5-cc	10-case
13-9	5-cc	8-cc
13-10	5-conj	11-nsubj
13-11	47-root	5-conj
13-12	10-case	13-case
13-13	8-iobj	11-nmod
13-14	10-amod	41-nsubj
13-15	10-amod	41-nsubj
13-16	14-caseCOLgen	41-mark
13-17	10-nmod	41-nsubj
13-18	14-amod	41-nsubj
13-19	15-nmodCOLsmixut	18-nmod
13-20	18-case	22-case
13-21	18-case	22-case
13-22	15-dep	18-nmod
13-23	18-nmodCOLposs	27-nmod
13-24	22-dep	27-case
13-25	22-dep	27-case
13-26	22-detCOLdef	27-det
13-27	15-dep	22-nmod
13-28	25-punct	30-punct
13-29	25-nummod	30-nummod
13-30	14-appos	18-nmod
13-31	28-case	34-case
13-32	28-detCOLdef	34-case
13-33	28-detCOLdef	34-det
13-34	25-nmod	18-nmod
13-35	25-punct	34-punct
13-36	14-cc	41-mark
13-37	14-cc	36-cc
13-38	14-conj	36-nmod
13-39	33-mark	41-mark
13-40	33-mark	41-mark
13-41	31-aclCOLrelcl	11-conj
13-42	35-case	44-case
13-43	35-case	44-case
13-44	33-iobj	41-nmod
13-45	35-nummod	44-nummod
13-46	8-punct	5-punct

14-0	10-root	5-advmod
14-1	4-mark	5-mark
14-2	4-mark	5-mark
14-3	3-detCOLdef	4-det
14-4	4-nsubj	5-nsubj
14-5	0-ccomp	10-root
14-6	6-case	8-case
14-7	6-case	8-case
14-8	4-iobj	5-nmod
14-9	0-punct	5-punct

15-0	1-advmod	1-det
15-1	35-root	13-advmod
15-2	1-punct	1-punct
15-3	18-mark	13-mark
15-4	18-mark	13-mark
15-5	5-detCOLdef	6-det
15-6	18-nsubj	13-nsubj
15-7	7-detCOLdef	13-mark
15-8	7-detCOLdef	9-det
15-9	5-amod	13-dobj
15-10	10-mark	13-mark
15-11	10-mark	13-mark
15-12	10-punct	13-punct
15-13	5-aclCOLrelcl	35-root
15-14	10-punct	13-punct
15-15	10-cc	17-mark
15-16	10-cc	15-cc
15-17	10-conj	13-conj
15-18	15-case	23-mark
15-19	15-case	20-case
15-20	10-nmod	23-nsubj
15-21	15-amod	20-amod
15-22	18-punct	20-punct
15-23	1-ccomp	17-conj
15-24	20-case	35-root
15-25	20-case	26-case
15-26	18-iobj	35-root
15-27	20-acl	35-root
15-28	21-nmodCOLsmixut	27-nmod
15-29	24-case	30-case
15-30	18-nmod	28-nmod
15-31	26-detCOLdef	33-case
15-32	26-detCOLdef	33-det
15-33	24-nmodCOLsmixut	30-nmod
15-34	1-punct	27-punct

16-0	14-subjCOLcop	3-advmod
16-1	2-mark	3-mark
16-2	2-mark	3-mark
16-3	0-aclCOLrelcl	25-root
16-4	4-case	6-case
16-5	4-case	6-case
16-6	2-nmod	3-dobj
16-7	2-punct	3-punct
16-8	7-advmod	9-advmod
16-9	9-case	17-mark
16-10	9-case	12-case
16-11	9-detCOLdef	12-det
16-12	2-nmod	17-nmod
16-13	11-detCOLdef	15-mark
16-14	11-detCOLdef	15-det
16-15	9-amod	12-amod
16-16	14-punct	12-punct
16-17	14-cop	3-conj
16-18	25-root	25-root
16-19	14-nmodCOLsmixut	18-nmod
16-20	15-name	21-nummod
16-21	18-case	25-root
16-22	18-case	23-case
16-23	16-name	21-nmod
16-24	14-punct	21-punct

17-0	5-nsubj	1-case
17-1	5-nsubj	6-nsubj
17-2	0-nmodCOLposs	6-nsubj
17-3	3-caseCOLgen	6-mark
17-4	0-nmodCOLposs	5-name
17-5	3-name	6-nsubj
17-6	21-root	21-root
17-7	8-case	10-case
17-8	8-detCOLdef	10-case
17-9	8-detCOLdef	10-det
17-10	5-iobj	6-dobj
17-11	11-case	14-case
17-12	11-case	14-case
17-13	11-detCOLdef	14-det
17-14	8-nmod	10-nmod
17-15	5-punct	6-punct
17-16	14-case	17-case
17-17	5-nmod	6-nmod
17-18	16-caseCOLgen	19-advmodCOLemph
17-19	14-nmodCOLposs	17-nmod
17-20	5-punct	6-punct

18-0	1-case	2-case
18-1	3-nmod	2-case
18-2	3-nmod	4-nmod
18-3	1-nmodCOLposs	4-nmod
18-4	10-root	10-root
18-5	5-caseCOLacc	10-root
18-6	3-dobj	10-root
18-7	5-name	10-root
18-8	6-nmodCOLsmixut	7-nmod
18-9	3-punct	7-punct

19-0	8-root	2-aux
19-1	0-advmod	2-advmod
19-2	0-xcomp	8-root
19-3	5-caseCOLacc	6-advmodCOLemph
19-4	5-detCOLdef	6-case
19-5	5-detCOLdef	6-det
19-6	2-dobj	2-nmod
19-7	0-punct	2-punct

20-0	1-case	1-case
20-1	8-nmod	4-nsubj
20-2	3-mark	4-mark
20-3	3-mark	4-mark
20-4	1-aclCOLrelcl	17-root
20-5	5-case	8-case
20-6	5-case	7-case
20-7	3-nmod	8-nmod
20-8	3-nsubj	4-dobj
20-9	8-punct	4-punct
20-10	17-root	4-cc
20-11	12-mark	15-mark
20-12	12-mark	15-mark
20-13	12-advmod	15-advmod
20-14	12-nsubj	15-dobj
20-15	8-advcl	4-conj
20-16	8-punct	4-punct

21-0	3-nsubj	1-nummod
21-1	2-case	3-case
21-2	2-case	3-case
21-3	0-name	4-nsubj
21-4	23-root	23-root
21-5	6-case	8-case
21-6	6-case	8-case
21-7	6-detCOLdef	8-det
21-8	3-nmod	4-dobj
21-9	8-case	14-mark
21-10	8-case	11-case
21-11	6-nmod	9-nmod
21-12	3-cc	14-mark
21-13	3-cc	12-cc
21-14	3-conj	4-conj
21-15	10-dobj	14-dobj
21-16	11-amod	23-root
21-17	14-detCOLdef	23-root
21-18	14-detCOLdef	19-det
21-19	10-dep	23-root
21-20	14-acl	19-nmod
21-21	15-nmodCOLsmixut	20-nmod
21-22	3-punct	19-punct

22-0	1-detCOLdef	2-case
22-1	1-detCOLdef	2-det
22-2	7-nsubj	9-nsubj
22-3	1-nummod	5-nummod
22-4	2-nummod	5-nummod
22-5	6-case	8-case
22-6	6-case	8-case
22-7	6-detCOLdef	8-det
22-8	1-nmod	9-nsubj
22-9	29-root	29-root
22-10	7-dobj	9-dobj
22-11	7-punct	9-punct
22-12	7-advmod	13-advmod
22-13	13-case	29-root
22-14	13-case	17-case
22-15	13-detCOLdef	17-det
22-16	10-dep	17-amod
22-17	16-mark	29-root
22-18	16-mark	29-root
22-19	16-nsubj	29-root
22-20	10-dep	29-root
22-21	16-amod	23-amod
22-22	16-amod	23-nummod
22-23	20-case	27-case
22-24	20-case	25-case
22-25	16-nmod	27-nmod
22-26	22-case	27-case
22-27	16-nmod	20-nmod
22-28	7-punct	20-punct

23-0	1-nsubj	2-nsubj
23-1	16-root	2-aux
23-2	1-xcomp	16-root
23-3	2-dobj	16-root
23-4	1-advmod	7-advmod
23-5	1-punct	4-punct
23-6	1-advmod	7-advmod
23-7	8-case	16-root
23-8	8-case	9-case
23-9	1-nmod	16-root
23-10	10-detCOLdef	12-case
23-11	10-detCOLdef	12-det
23-12	8-nmodCOLsmixut	9-nmod
23-13	12-case	14-case
23-14	10-nmod	12-nummod
23-15	1-punct	9-punct

24-0	11-cc	14-cc
24-1	2-detCOLdef	14-mark
24-2	2-detCOLdef	3-det
24-3	11-nsubj	14-nsubj
24-4	4-detCOLdef	6-mark
24-5	4-detCOLdef	6-det
24-6	2-amod	3-amod
24-7	7-caseCOLgen	14-mark
24-8	7-detCOLdef	10-case
24-9	7-detCOLdef	10-det
24-10	2-nmod	14-nsubj
24-11	10-dep	13-det
24-12	10-punct	13-punct
24-13	7-amod	10-nummod
24-14	19-root	19-root
24-15	13-case	19-root
24-16	13-case	17-case
24-17	11-nmod	15-nmod
24-18	11-punct	15-punct

25-0	4-nsubj	2-nummod
25-1	0-nummod	2-nummod
25-2	4-case	14-root
25-3	4-case	5-case
25-4	4-detCOLdef	5-det
25-5	14-root	14-root
25-6	4-appos	14-root
25-7	5-name	14-root
25-8	6-nmodCOLsmixut	7-nmod
25-9	4-punct	7-punct
25-10	11-case	12-case
25-11	11-nummod	12-nummod
25-12	4-nmod	7-nmod
25-13	4-punct	7-punct

26-0	1-nsubj	1-nsubj
26-1	5-root	5-root
26-2	1-dobj	1-dobj
26-3	2-amod	2-amod
26-4	1-punct	1-punct

27-0	1-case	5-mark
27-1	1-case	2-case
27-2	4-nmod	5-nsubj
27-3	4-nsubj	5-nsubj
27-4	2-amod	5-nsubj
27-5	12-root	12-root
27-6	6-advmod	7-advmod
27-7	8-case	10-case
27-8	8-case	10-case
27-9	8-detCOLdef	10-det
27-10	4-nmod	5-nmod
27-11	4-punct	5-punct

28-0	3-nsubj	1-name
28-1	0-name	2-nsubj
28-2	3-aux	17-root
28-3	17-root	2-dobj
28-4	5-detCOLdef	6-case
28-5	5-detCOLdef	6-det
28-6	3-nmodCOLsmixut	2-dobj
28-7	8-case	9-case
28-8	8-nummod	9-nummod
28-9	3-nmod	6-nmod
28-10	8-cc	17-root
28-11	8-cc	10-cc
28-12	8-conj	15-nmod
28-13	10-nmodCOLsmixut	15-nmod
28-14	10-amod	13-amod
28-15	3-advmod	10-advmod
28-16	3-punct	10-punct

29-0	1-case	6-mark
29-1	1-case	2-case
29-2	10-nmod	6-nsubj
29-3	1-name	2-nmod
29-4	4-mark	6-mark
29-5	4-mark	6-mark
29-6	1-aclCOLrelcl	20-root
29-7	7-det	9-advmod
29-8	7-nummod	9-nummod
29-9	4-dep	18-nsubj
29-10	10-nsubj	18-nsubj
29-11	10-det	12-advmod
29-12	20-root	18-nsubj
29-13	12-detCOLdef	18-mark
29-14	12-detCOLdef	15-det
29-15	10-nmodCOLsmixut	18-nsubj
29-16	14-detCOLdef	18-mark
29-17	14-detCOLdef	18-det
29-18	10-amod	6-conj
29-19	10-punct	6-punct

30-0	3-nsubj	4-nsubj
30-1	2-detCOLdef	3-case
30-2	2-detCOLdef	3-det
30-3	0-nmodCOLsmixut	0-nmod
30-4	12-root	12-root
30-5	5-case	12-root
30-6	5-case	7-case
30-7	3-nmod	12-root
30-8	7-detCOLdef	12-root
30-9	7-detCOLdef	10-det
30-10	5-nmodCOLsmixut	8-nmod
30-11	3-punct	8-punct

31-0	1-detCOLdef	39-root
31-1	1-detCOLdef	2-det
31-2	4-nsubj	39-root
31-3	3-detCOLdef	39-root
31-4	3-detCOLdef	39-det
31-5	1-amod	39-root
31-6	39-root	5-conj
31-7	7-caseCOLacc	19-mark
31-8	7-detCOLdef	19-mark
31-9	7-detCOLdef	10-det
31-10	4-dobj	19-nsubj
31-11	9-detCOLdef	19-mark
31-12	9-detCOLdef	13-det
31-13	7-dep	19-nsubj
31-14	9-name	13-nmod
31-15	7-dep	17-nummod
31-16	11-nummod	17-nummod
31-17	4-cc	19-mark
31-18	4-cc	17-cc
31-19	4-conj	6-conj
31-20	16-case	39-root
31-21	16-case	22-case
31-22	14-nmod	39-root
31-23	14-dobj	39-root
31-24	17-nmodCOLsmixut	39-root
31-25	17-amod	39-root
31-26	21-mark	27-mark
31-27	17-aclCOLrelcl	25-conj
31-28	23-caseCOLacc	37-mark
31-29	23-caseCOLacc	37-advmod
31-30	21-dobj	37-nsubj
31-31	26-case	37-mark
31-32	26-case	34-case
31-33	26-detCOLdef	34-det
31-34	21-iobj	37-nsubj
31-35	28-detCOLdef	37-mark
31-36	28-detCOLdef	37-det
31-37	26-amod	27-conj
31-38	4-punct	25-punct

32-0	3-nsubj	4-nmod
32-1	2-detCOLdef	4-mark
32-2	2-detCOLdef	3-det
32-3	0-nmodCOLsmixut	4-nsubj
32-4	25-root	25-root
32-5	5-nummod	6-nummod
32-6	3-dep	4-dobj
32-7	8-case	16-mark
32-8	8-case	10-case
32-9	8-detCOLdef	10-det
32-10	5-nmod	16-nsubj
32-11	10-detCOLdef	16-mark
32-12	10-detCOLdef	14-det
32-13	8-amod	14-amod
32-14	3-cc	16-mark
32-15	3-cc	14-cc
32-16	3-conj	4-conj
32-17	12-advmod	16-advmod
32-18	15-caseCOLacc	25-root
32-19	12-dobj	25-root
32-20	15-cc	25-root
32-21	15-cc	20-cc
32-22	15-conj	23-name
32-23	17-name	20-nmod
32-24	3-punct	20-punct

33-0	1-nummod	1-nummod
33-1	4-nsubj	4-nsubj
33-2	1-nmodCOLsmixut	4-nsubj
33-3	1-amod	4-nsubj
33-4	14-root	14-root
33-5	6-case	9-mark
33-6	6-case	7-case
33-7	4-nmod	9-nmod
33-8	6-name	7-nmod
33-9	6-cc	14-root
33-10	6-cc	9-cc
33-11	10-case	12-case
33-12	6-conj	9-nmod
33-13	4-punct	9-punct

34-0	1-detCOLdef	29-root
34-1	1-detCOLdef	2-det
34-2	4-nsubj	29-root
34-3	1-nmod	29-root
34-4	2-amod	29-root
34-5	29-root	4-conj
34-6	7-caseCOLacc	15-mark
34-7	7-detCOLdef	9-case
34-8	7-detCOLdef	9-det
34-9	4-dobj	15-nsubj
34-10	9-case	12-case
34-11	9-case	12-case
34-12	7-nmod	9-nmod
34-13	11-mark	15-mark
34-14	11-mark	15-mark
34-15	9-aclCOLrelcl	5-conj
34-16	13-case	21-mark
34-17	13-case	18-case
34-18	7-nmod	16-nmod
34-19	4-cc	21-mark
34-20	4-cc	19-cc
34-21	4-conj	15-conj
34-22	17-caseCOLacc	29-root
34-23	15-dobj	29-root
34-24	17-name	29-root
34-25	18-nmodCOLsmixut	24-nmod
34-26	15-dep	27-nummod
34-27	20-nummod	25-nummod
34-28	4-punct	24-punct

35-0	2-case	5-mark
35-1	2-case	3-case
35-2	2-detCOLdef	3-det
35-3	7-nmod	5-nsubj
35-4	2-name	5-nsubj
35-5	7-aux	15-root
35-6	7-advmod	8-advmod
35-7	7-advmod	8-advmod
35-8	15-root	10-amod
35-9	9-case	10-case
35-10	7-dep	15-root
35-11	9-name	15-root
35-12	7-dep	13-nummod
35-13	11-nummod	11-nummod
35-14	7-punct	11-punct

36-0	4-root	2-advmod
36-1	2-case	2-case
36-2	0-dep	4-root
36-3	0-dep	2-punct

37-0	9-nsubj	1-name
37-1	0-name	4-nsubj
37-2	3-mark	4-mark
37-3	3-mark	4-mark
37-4	0-aclCOLrelcl	17-root
37-5	5-case	7-case
37-6	5-case	7-case
37-7	3-iobj	4-dobj
37-8	7-case	10-case
37-9	7-case	10-case
37-10	5-nmod	12-nsubj
37-11	7-nmodCOLposs	12-nmod
37-12	17-root	4-conj
37-13	9-nmodCOLtmod	14-advmod
37-14	9-dobj	17-root
37-15	11-nmodCOLsmixut	14-nmod
37-16	9-punct	14-punct

38-0	1-detCOLdef	2-case
38-1	1-detCOLdef	2-det
38-2	4-nsubj	3-nsubj
38-3	4-aux	21-root
38-4	4-case	12-mark
38-5	4-case	6-case
38-6	21-root	12-nsubj
38-7	4-amod	9-amod
38-8	7-nummod	9-nummod
38-9	4-dep	6-nmod
38-10	4-cc	12-mark
38-11	4-cc	10-cc
38-12	4-conj	3-conj
38-13	11-case	15-case
38-14	11-case	15-case
38-15	9-nmod	12-dobj
38-16	14-case	19-case
38-17	14-case	19-case
38-18	14-detCOLdef	19-det
38-19	9-nmod	15-nmod
38-20	4-punct	3-punct

39-0	1-nsubj	1-dobj
39-1	8-root	8-root
39-2	1-xcomp	1-conj
39-3	4-advmod	2-advmod
39-4	6-case	6-case
39-5	6-nummod	6-nummod
39-6	1-nmod	2-nmod
39-7	1-punct	1-punct

40-0	1-nsubj	1-nsubj
40-1	25-root	25-root
40-2	4-case	5-case
40-3	4-detCOLdef	5-case
40-4	4-detCOLdef	5-det
40-5	1-nmod	1-dobj
40-6	6-advmod	7-advmod
40-7	1-xcomp	1-conj
40-8	9-caseCOLacc	23-mark
40-9	9-detCOLdef	23-mark
40-10	9-detCOLdef	11-det
40-11	6-dobj	23-nsubj
40-12	9-name	11-nmod
40-13	13-case	23-mark
40-14	13-detCOLdef	23-mark
40-15	13-detCOLdef	16-det
40-16	6-nmod	23-nsubj
40-17	15-detCOLdef	23-mark
40-18	15-detCOLdef	20-det
40-19	13-amod	20-amod
40-20	17-case	23-mark
40-21	17-case	22-case
40-22	18-nmod	23-dobj
40-23	13-acl	1-conj
40-24	1-punct	1-punct

41-0	1-case	3-mark
41-1	1-case	2-case
41-2	2-nmod	3-nsubj
41-3	17-root	17-root
41-4	2-advmod	7-advmod
41-5	5-mark	7-mark
41-6	5-mark	7-mark
41-7	2-ccomp	3-conj
41-8	5-punct	7-punct
41-9	5-cc	7-cc
41-10	5-conj	7-conj
41-11	5-punct	10-punct
41-12	5-nsubj	10-dobj
41-13	12-case	14-case
41-14	10-nmod	10-dobj
41-15	12-amod	14-amod
41-16	2-punct	3-punct

42-0	1-detCOLdef	2-case
42-1	1-detCOLdef	2-det
42-2	16-subjCOLcop	5-nsubj
42-3	3-mark	5-mark
