56-6	7-det	7-nsubj
56-7	5-dobj	5-dobj
56-8	12-punct	11-punct
56-9	12-mark	11-mark
56-10	12-nsubjCOLcop	11-nsubj
56-11	12-cop	23-root
56-12	0-ccomp	11-dobj
56-13	12-punct	11-punct
56-14	12-cc	11-cc
56-15	17-nsubjCOLcop	16-nsubj
56-16	17-cop	11-ccomp
56-17	12-conj	11-conj
56-18	17-cc	17-cc
56-19	20-det	21-nsubj
56-20	21-nmodCOLposs	21-amod
56-21	17-conj	17-nmod
56-22	0-punct	11-punct

57-0	3-nsubj	1-nsubj
57-1	3-neg	12-root
57-2	3-advmod	3-advmod
57-3	12-root	1-ccomp
57-4	3-advmod	5-advmod
57-5	3-nmod	3-dobj
57-6	3-punct	3-punct
57-7	3-cc	3-cc
57-8	2-remnant	10-advmod
57-9	2-remnant	10-advmod
57-10	5-remnant	3-nmod
57-11	3-punct	1-punct

58-0	6-root	1-nsubj
58-1	0-cop	6-root
58-2	3-det	6-root
58-3	0-nsubjCOLcop	6-root
58-4	0-advmod	3-advmod
58-5	0-punct	3-punct

59-0	6-root	2-nsubj
59-1	0-nsubjCOLcop	2-nsubj
59-2	0-cop	6-root
59-3	4-nmodCOLposs	4-nsubj
59-4	0-nmod	2-nmod
59-5	0-punct	2-punct

60-0	1-cc	2-cc
60-1	7-root	2-nsubj
60-2	1-cop	7-root
60-3	1-advmod	5-advmod
60-4	5-det	5-nsubj
60-5	1-nsubjCOLcop	2-nmod
60-6	1-punct	2-punct

61-0	8-cc	3-cc
61-1	3-mark	3-mark
61-2	3-advmod	3-advmod
61-3	8-advcl	26-root
61-4	5-det	5-nsubj
61-5	3-nmod	3-nmod
61-6	3-punct	3-punct
61-7	8-advmod	8-advmod
61-8	26-root	3-ccomp
61-9	8-advmod	8-advmod
61-10	12-punct	13-punct
61-11	12-mark	13-mark
61-12	8-ccomp	13-nsubj
61-13	12-cop	8-conj
61-14	15-det	15-nsubj
61-15	12-nsubjCOLcop	13-dobj
61-16	12-cc	15-cc
61-17	12-conj	18-nsubj
61-18	17-nsubjCOLcop	15-nmod
61-19	23-punct	23-punct
61-20	23-mark	23-mark
61-21	23-advmod	23-advmod
61-22	23-nmod	23-nsubj
61-23	8-advcl	26-root
61-24	23-nsubj	23-nmod
61-25	8-punct	23-punct

62-0	5-nsubjCOLcop	1-nmod
62-1	5-neg	27-root
62-2	5-nmod	3-nmod
62-3	5-cop	27-root
62-4	5-nmodCOLgobj	12-nsubj
62-5	27-root	4-nmod
62-6	5-nmod	12-nsubj
62-7	5-cc	6-cc
62-8	10-nmodCOLgobj	12-nsubj
62-9	10-advmod	10-advmod
62-10	5-conj	8-nmod
62-11	5-punct	8-punct
62-12	15-neg	3-ccomp
62-13	15-advmod	14-advmod
62-14	15-nmodCOLgobj	27-root
62-15	5-conj	14-nmod
62-16	15-punct	15-punct
62-17	18-nmodCOLgobj	14-nmod
62-18	15-conj	17-nmod
62-19	15-cc	18-cc
62-20	24-advmod	21-advmod
62-21	24-nmodCOLgobj	18-nmod
62-22	21-cc	21-cc
62-23	21-conj	14-nmod
62-24	15-conj	23-nmod
62-25	24-nmod	24-nmod
62-26	5-punct	14-punct

63-0	3-nsubjCOLcop	1-nsubj
63-1	3-cop	15-root
63-2	3-amod	3-amod
63-3	15-root	1-dobj
63-4	12-punct	10-punct
63-5	12-mark	10-mark
63-6	12-dobj	10-nsubj
63-7	12-aux	10-aux
63-8	12-nmod	10-advmod
63-9	11-det	10-nsubj
63-10	11-acl	15-root
63-11	12-nsubj	12-nsubj
63-12	3-advcl	15-root
63-13	12-xcompCOLds	12-nmod
63-14	3-punct	12-punct

64-0	2-nsubjCOLcop	1-nsubj
64-1	2-cop	10-root
64-2	10-root	1-dobj
64-3	5-punct	5-punct
64-4	6-nsubj	5-nsubj
64-5	2-aclCOLrelcl	1-ccomp
64-6	5-xcompCOLds	10-root
64-7	6-dobj	6-dobj
64-8	6-advmod	6-advmod
64-9	2-punct	6-punct

65-0	2-nmod	1-nsubj
65-1	24-root	24-root
65-2	1-xcomp	1-ccomp
65-3	4-advmod	6-advmod
65-4	6-advmod	6-advmod
65-5	6-nmod	6-nsubj
65-6	2-ccomp	1-ccomp
65-7	9-punct	6-punct
65-8	9-advmod	9-advmod
65-9	6-conj	1-ccomp
65-10	6-cc	9-cc
65-11	13-advmod	13-advmod
65-12	13-advmod	13-advmod
65-13	6-conj	9-ccomp
65-14	2-punct	13-punct
65-15	2-cc	13-cc
65-16	18-nmod	18-nsubj
65-17	18-nmod	18-nsubj
65-18	2-conj	24-root
65-19	20-amod	20-amod
65-20	18-nsubj	18-dobj
65-21	20-cc	20-cc
65-22	20-conj	20-nmod
65-23	1-punct	18-punct

66-0	5-nsubjCOLcop	1-nsubj
66-1	5-cop	12-root
66-2	5-advmod	12-root
66-3	4-nmodCOLposs	12-root
66-4	5-nmodCOLgobj	3-nmod
66-5	12-root	4-nmod
66-6	5-cc	5-cc
66-7	8-nmodCOLgobj	12-root
66-8	5-conj	12-root
66-9	8-nmod	10-nsubj
66-10	8-nmod	8-nmod
66-11	5-punct	8-punct

67-0	2-advmod	2-advmod
67-1	2-nsubj	2-nsubj
67-2	17-root	17-root
67-3	7-punct	7-punct
67-4	7-mark	7-mark
67-5	7-nsubj	7-nsubj
67-6	7-aux	7-aux
67-7	2-ccomp	2-ccomp
67-8	9-advmod	10-advmod
67-9	7-advmod	10-nsubj
67-10	7-dobj	7-dobj
67-11	7-cc	7-cc
67-12	7-conj	7-conj
67-13	12-dobj	17-root
67-14	12-nmod	17-root
67-15	12-nmod	14-nmod
67-16	2-punct	14-punct

68-0	5-discourse	4-discourse
68-1	0-punct	4-punct
68-2	5-advmod	4-advmod
68-3	5-nsubjCOLcop	4-nsubj
68-4	5-cop	17-root
68-5	17-root	4-advmod
68-6	11-punct	9-punct
68-7	11-mark	9-mark
68-8	11-nsubjCOLcop	9-nsubj
68-9	11-cop	4-ccomp
68-10	11-advmod	11-advmod
68-11	5-advcl	15-amod
68-12	15-punct	15-punct
68-13	15-mark	15-mark
68-14	15-det	15-nsubj
68-15	11-advcl	9-nmod
68-16	5-punct	4-punct

69-0	4-advmod	2-advmod
69-1	4-nsubj	2-nsubj
69-2	4-neg	8-root
69-3	4-advmod	4-advmod
69-4	8-root	2-ccomp
69-5	6-advmod	6-advmod
69-6	4-xcomp	4-ccomp
69-7	4-discourse	4-nmod

70-0	6-nsubjCOLcop	1-nmod
70-1	6-cop	19-root
70-2	3-nmodCOLposs	15-nsubj
70-3	6-nmod	15-nsubj
70-4	5-advmod	6-advmod
70-5	6-det	6-nsubj
70-6	19-root	3-nmod
70-7	6-cc	6-cc
70-8	6-conj	6-nmod
70-9	6-punct	8-punct
70-10	6-conj	8-amod
70-11	10-cc	10-cc
70-12	10-conj	8-nmod
